userName,content,score,at
Abo Fares Alsowah,رائع,5,2025-07-13 06:10:13
أبو مازن,إنه جميل جدا,5,2025-07-13 05:56:08
Hamada Hanada,برنامج رائع,5,2025-07-13 05:11:54
Ahmed Algandy,احلى تطبيق فعلا ثقه واحترام اشكركم,5,2025-07-13 05:09:40
يوسف الهوارى,ممتازه,5,2025-07-13 04:47:53
fadyayoup ايوب,بيخوذ وقت طويل في فتره البحث,3,2025-07-13 04:27:23
Mohamed almania Abd elkader,جيد,5,2025-07-13 03:53:26
samar Maged,ممتاز,5,2025-07-13 01:44:09
علاء رمضان,ممتاز,5,2025-07-13 00:54:01
El BoDya,الله حلوه خالص 😂,5,2025-07-13 00:38:53
سليمان حمدي,كويسه,5,2025-07-13 00:10:57
S _SH,حلو,5,2025-07-12 23:50:59
محمد الخثلان,تطبيق اوبر ايتس زبالة ولا يستجيب,1,2025-07-12 23:13:47
abo hamza,ممتاز,5,2025-07-12 22:27:05
Amro Amin,يشتغل التطبيق في أجهزة معينة,1,2025-07-12 22:13:43
هويده صلاح نصر,ممتاز جدا والله,5,2025-07-12 22:08:57
عصام النمر,زي الزفت واغلب الكباتن هنا في الغردقة مش بيفهموا وتطلب توصيله ينشف قلبك لحد ما يعبرك حد بصراحه ما بيستحق ولا نجمه والله,1,2025-07-12 21:15:38
توماس فكري,ممتاز,5,2025-07-12 21:08:51
bade abureden,تجربة ولا اروع,5,2025-07-12 20:24:39
Fawaz Alnif,ممتاز,5,2025-07-12 19:53:03
HUMUS AL DAWLE 2021,ناس ماتعرف ربنا حسبي الله ونعم الوكيل مشوارى 25ريال ولغيت المشوار المشوار الثانى 18 ريال عند الوصول جالى رساله 90 ريال ليه حسبي الله ونعم الوكيل لا امان ولا اى رحمه,1,2025-07-12 19:08:21
معاذ شهاب,رائع,5,2025-07-12 18:57:22
Abdallah Ahmed,جميل جدا,4,2025-07-12 18:44:35
Mona Mkter,جيدة,5,2025-07-12 18:41:31
Fatima 93,اسعار ممتازة عن باقي برامج التوصيل السائقين بقمة الاحترام,5,2025-07-12 18:40:52
محمد هارون ظهور,تجربة ممتازة,5,2025-07-12 18:28:22
Bassem Bees,جيد وبسيط لكن ضعف تواصل السائقين حال وصولهم لمكان قرب نقطة الالتقاء والغاء المشاوير في اللحظة الأخيرة مزعج,3,2025-07-12 18:14:21
Adham Safy,بينزل غرمات من غير سبب,1,2025-07-12 18:10:19
احمد المدني,كويس,4,2025-07-12 18:07:22
حاج رشيد,احسن سائق في مصر,5,2025-07-12 17:42:49
Ibn El Nile,كابتن ممتاز وخدمة محترمة,5,2025-07-12 17:21:14
Ahmed Sliman elpop,جميل جدا,5,2025-07-12 16:16:06
محمد سعيد,ممتاز,5,2025-07-12 15:24:43
shekoo sherif,ممتاز,5,2025-07-12 14:25:16
Hussein Nagah,ممتازه,5,2025-07-12 12:41:04
مبارك فيصل,تطبيق اوبر تطبيق ممتاز جدا سيارتهم نظيفه,3,2025-07-12 12:05:02
okba aouarib,ممتاز,5,2025-07-12 11:57:38
Abo Najm,ممتاز جدا سريع ماشاء الله تبارك الله,5,2025-07-12 11:46:29
khaled saber,جميل,5,2025-07-12 11:28:09
شــآكَوش 『ツ』,حلو,5,2025-07-12 11:28:05
Sayed Zedan85,ممتاز,5,2025-07-12 11:28:03
Mohamed Said,حسنة,5,2025-07-12 11:08:22
Mohamed Hussein,جيدة جدا عدا بعض السائقين لما يكون المبلغ أقل من عشرة ريال لا يحضرون. لذا يجب على الشركة تحذير هؤلاء السائقين من عدم السماح لهم بالعمل,5,2025-07-12 11:06:22
Ahmed Maher,سائق محترم _قياده هادئه_سياره مريحه,5,2025-07-12 10:39:27
Noor Gamal,ممتاز,5,2025-07-12 09:35:46
Hassan Abd El Motaal,العربة وقائدها على خلق تجربة رائعة,5,2025-07-12 09:34:53
koky& lele,خدمة ممتازه,5,2025-07-12 08:59:53
Zezo Nabil,ممتازة,5,2025-07-12 08:59:30
عمر محمد رمضان محمد,خدمه ممتازه,5,2025-07-12 08:40:09
محمد ابوشادي,ممتاز جدا,5,2025-07-12 08:15:14
ياسر أحمد,امان..احترام,5,2025-07-12 08:02:07
Mostafa Ragab,ممتازة,5,2025-07-12 08:01:13
Yasman Mastfa,جداا حلو,5,2025-07-12 07:16:55
Islam Emad Sayed Thabet,سيء,2,2025-07-12 07:12:28
Aadl Ale,ممتاز,5,2025-07-12 05:16:28
karim Gamal,تطبيق جميل جدااا وأسعار معقوله,4,2025-07-12 04:07:53
Ahmed Kamal,ممتاز,5,2025-07-12 04:06:34
Salsabeel Maher,شركة نصابة بحذر اي حد بيستخدم الكارت البنكي علي الابلكيشن هتصحي في يوم هتلاقي مبلغ محترم اتسحب منك سرقه,1,2025-07-12 03:47:00
Mutaz Fawadla,تطبيق جيد جدا انصح فيه,5,2025-07-12 03:09:35
‪Hani Elbedewy (Waht Elbedwiy)‬‏,ولا تستحقوا اى تقييم أشد الندم على التعامل معكم لمدة أسبوع واحد فقط so bad application,1,2025-07-12 02:02:21
MAX'GOKYR',إنه رائع جدا,5,2025-07-12 01:51:09
آل مكرم,تجربه ممتازه وسهله وخيارات متعددة .. شكرا اوبر,5,2025-07-12 00:31:03
Prinssesa ALlvie,رائع,5,2025-07-12 00:15:49
عمرو سمير,خدمة ممتازة,5,2025-07-12 00:07:30
ԲaԵիi аԼիаԶЬі,امان وسهولة بالدفع,5,2025-07-11 23:41:22
Kareem Kimo,😍,5,2025-07-11 23:26:02
عمرو جمعه,ممتاز,4,2025-07-11 23:22:47
Mohamed Abdallah,🥰,5,2025-07-11 22:41:51
Boyka Boyka,ممتاز,5,2025-07-11 22:03:03
Tarek,ممتازه جدا,5,2025-07-11 22:02:08
وليد سيف الدين,ممتازة وراقية,5,2025-07-11 21:46:36
ahmed ibrahim,سئ جداا مافيش امان منصحش بي اطلاقااا,1,2025-07-11 21:20:32
Hani Ramsis,ممتاز جدا,5,2025-07-11 21:06:08
MASARWA HASHEEM,افضل,5,2025-07-11 21:02:38
Shrook Osama253,لا حيث تم تطبيق رسوم اضافيه لا اعلم سببها عند إتمام الرحله,5,2025-07-11 20:50:40
Mohamed Magdy,جيد جدا,5,2025-07-11 20:05:50
الحمد الله,ممتاز,5,2025-07-11 20:02:38
amir oda,بقعد نص ساعه عشان الاقي عربيه,1,2025-07-11 19:36:56
Basma Adel,ممتازة,5,2025-07-11 19:24:01
mahmoud Gamal,ممتاز,5,2025-07-11 18:56:54
خسرت كل الناس,برنامج اكثر من رائع و انصح فيه,5,2025-07-11 18:51:34
mohammed alaofi,ممتاز,5,2025-07-11 17:39:12
Ragab Elbahar,ممتاز,5,2025-07-11 17:09:50
Fatma Ahmed,تحفه وارخص الاسعار,5,2025-07-11 16:41:34
هاني فاروق,هو جيد جداً. وليس امتياز . فى كثير من الايام يتم ترقيه shuttle إلى ملاكى . ثم لا تحضر الملاكى وفات ميعاد shuttle ثم يتلخبط اليوم,4,2025-07-11 16:38:51
mohamed osman,روعه,3,2025-07-11 16:27:11
يوميات توتا لايف,ههمتاز,5,2025-07-11 15:42:29
محمد الطاهر عمر حقاي,ممتاز,5,2025-07-11 15:30:15
عبدالله العنزي,ممتاز,5,2025-07-11 15:04:34
يمان,جميل جدا,5,2025-07-11 14:55:26
ahmed tawhid,تطبيق ممتاز,5,2025-07-11 14:39:17
Mostafa Mamoon,ممتازه,5,2025-07-11 14:35:30
المستحيل ممكن,مريحه الحمد لله,1,2025-07-11 13:50:15
مستخدم Google,جميل وامر وحلو💋💋💋💋💋😘😘😘😘😘😘😘🌷🌷🌷🌷🌷🌸🌸💐💐🥀🥀🥀🥀👄👄👄🤗🥀🤗🤗🤗🤗🤗🤩🤩🤩🤩🤩🤩🤩🤩,3,2025-07-11 13:42:55
Mohammed Alabdali,تطبيق سي اطلب الطلب واتصل بالسائق يقولي جاني طلب ثاني ممثلا اني ركب مع السائق وانا لم ارئ السائق اصلا ويطلع علي مديونيه بالتطبيق انا صراحه حذفت التطبيق والشركه ما اعرف كيف ات اصل معها,1,2025-07-11 12:41:35
حموده النابلسي,سهل,5,2025-07-11 12:35:39
Mahmod Boraay,اخر تجربه كانت سيئه جدا طلبت اسكوتر واتاخر علي ثم اتصل بي وقال لي الغي مش جاي وانا نسيت الغي. حطيت التليفون في جيبي الكابتن وصل عندي بدون علمي وفعل المشوار وقال إني مدفعتش الاجره وغرمت ب٩٥ جنيه ظلم,1,2025-07-11 11:02:40
كريم محمد,ماشاء لله,5,2025-07-11 10:12:31
ليان بدر,👍🏻👍🏻👍🏻,5,2025-07-11 09:49:44
Ahmed Shehata,زفت الزفت مفيش خدمه عملاء تقدر تتابع المشاكل اللى بتقبلك,1,2025-07-11 09:22:46
Fatema El-Sayed,كويسه جدا والسائق محترم جدا,5,2025-07-11 09:16:21
Man Human,تجرة مريحة جدا ... شعرت وكأني في أوروبا,4,2025-07-11 08:22:50
براء الشعيبي,رائع,5,2025-07-11 08:11:47
ربيع,شكرا,3,2025-07-11 08:07:31
Aeman Alrajbe,جيد جدا,5,2025-07-11 08:04:15
محمد صالح,ممتازه,5,2025-07-11 08:01:28
Eman Mohamed,جيد جدا,4,2025-07-11 03:51:01
ousmane nakanabo,جيد جداً,4,2025-07-11 03:49:28
حاتم شراحيلي,ممتاز جدا جدا جدا,5,2025-07-11 02:16:01
علي الحالمي,اغلب سواقينهم يقبلوا و يرفضو يدورو عوائل,1,2025-07-11 00:28:19
Eslam Fox,تجربه رائعه,5,2025-07-11 00:19:51
Kera Volt,ابلكيشن جميل,5,2025-07-11 00:08:16
ام تركي,ممتاز,5,2025-07-10 23:50:35
نوال الحارثي,رائع وجميل والاوبر محترمين,5,2025-07-10 22:58:38
Tf H,ممتاز ة,5,2025-07-10 22:40:34
ahmed gooma goaa,سوق ممتاز,5,2025-07-10 21:39:48
ممدوح أبوالزناتى,شكرا للاحترام والأخلاق من السائق وتعامله الجيد معي ومع من معي تحياتي لحضرتك,5,2025-07-10 21:24:41
Aya Mahmoud,جميل جدا,5,2025-07-10 21:04:21
أبو محمد المحمودي,ممتاز جداً,5,2025-07-10 20:59:44
Yahya Homs,ممتعه,5,2025-07-10 20:55:42
محمد الصباحي احمد,تجربه رائعه,5,2025-07-10 20:46:36
Adel Tony,خدمه جيده جدا,5,2025-07-10 20:11:54
Said Awad,ممتازة,5,2025-07-10 19:50:24
Ahmed Kadry,آخر تحديث مش حلو خالص تقيل أوي واختيار مكان الالتقاء بقي لازم اختار مكان م الخريطة مش بعرف أحدد مكاني,5,2025-07-10 19:47:09
Muna Abo quddom,ممتاز جدا جدا جدا جدا جدا,5,2025-07-10 19:40:24
Ashrf Fathy,ممتاز جدا,5,2025-07-10 19:40:13
Ftom grne,مره كويس,5,2025-07-10 19:16:25
ايمن مجدي,ممتازة،،لدي بعض الملاحظات منها :- بعض السائقين (سائق إسمه محمد)يبتزون العملاء ويريدون عقد إتفاق آخر غير الذي تقرره شركة أوبر المحترمة ، أيضا التأخر في توفير الشريك(السائق),5,2025-07-10 19:03:33
Ayman Nasr,التطبيق سيء وليس كما كان في السابق؛الكابتن غالبا لا يعرف الموقع وبدلا ان يستغرق الطريق عشر دقائق يزيد إلى نصف ساعة وبالتالي يزيد السعر إلى ثلاثة أضعاف المبلغ؛وللأسف خدمة العملاء ترسل رد الي غير مقنع. هذا غير تغيير الكابتن سيارة التوصيل غير المتفق عليها في التطبيق. تطبيق سيء وأنصح بازالته نهائيا. ولو كان هناك تقييم أقل من نجمة فهذا التطبيق يستحقه.,1,2025-07-10 18:59:05
Alia Alqadi,روعة جدا,5,2025-07-10 18:49:00
arz wael,تجارب سيئة,1,2025-07-10 18:39:07
Khalid Bekhet,👍👍👍👍👍,5,2025-07-10 17:42:03
Mohammed El deeb,ممتاز,5,2025-07-10 17:17:20
Amir Eid,سائق محترم جدا,5,2025-07-10 16:47:38
Yasser Sayd,شركة محترمة,5,2025-07-10 16:28:19
Mahmoud Abo Elsayeh,خدمه توصيل ممتازه,5,2025-07-10 16:13:19
محمود رجب,ممتازة,5,2025-07-10 15:57:20
صايعين باسطنبول,جيد وسريع,5,2025-07-10 15:56:23
صقر العنزي,خدمه ممتاز,5,2025-07-10 15:38:01
ابوبدر,ممتاز في الإسكندرية,5,2025-07-10 15:25:34
وليد حسين قايد زايد,ممتاز,5,2025-07-10 15:22:56
عبدالعزيز حاضر,احلى تطبيق,5,2025-07-10 14:30:58
Ali Adbo,جيد جدا,5,2025-07-10 14:11:30
Mohamed Mkld,جميله جداً,5,2025-07-10 14:09:46
hossam ahmed,ممتازة جدا,5,2025-07-10 13:58:26
‪MAHER “MOHAMD.DHR” MNLLA ALI‬‏,تجربةً مريحة أنصح الجميع يستخدمونuber Expérience confortable Je recommande à tout le monde d'utiliser Uber,5,2025-07-10 13:53:32
Nader Babe,ممتازة,5,2025-07-10 13:48:03
shady gamal,ممتازه,5,2025-07-10 13:17:11
سعد ناصر,ممتازة جدا جدا جدا,5,2025-07-10 13:13:33
Aiham Almasri,اشي بجنن,5,2025-07-10 12:41:21
Hassan elhosary,الكباتن غير محترمين,1,2025-07-10 12:25:53
محمد ال عبدالرحمن,ممتاز وفق الله الجميع,5,2025-07-10 12:13:42
DEKO ALDEEK,perfect,5,2025-07-10 12:04:38
malik alghadani,سهل الاستخدام وسرعة الوصول إليك والسعر ممتاز جدا,5,2025-07-10 12:04:30
ayman madkour,جيد,5,2025-07-10 11:44:09
نسرين جكنون,جيده جدا,5,2025-07-10 11:36:03
Ali Ali,ممتاز,5,2025-07-10 11:30:58
Karime Mehesen,👍👍,5,2025-07-10 11:11:40
محمد محمود,رائع,5,2025-07-10 11:06:04
Medhat atef,ممتاز,5,2025-07-10 10:53:56
Dz KINANIY64Dz,انجاز,5,2025-07-10 10:32:21
Balqees AbdelAziz,لحد الان مع كود الخصم ي بلاش مدري لبعدين كيف ه يكون سعر,5,2025-07-10 09:57:56
Mohammad Alaydi,خدمه ممتازه جدا وسهوله بالتعامل انصح به,5,2025-07-10 09:51:36
خالد رمضان,حلو,5,2025-07-10 09:13:14
F.Q HAR,نصيحه لا أحد يطلع مع تكسي مجهول اي تطبيق رسمي افضل واامن لكم وراخص وانظف واجمل واسرع,5,2025-07-10 08:42:51
fly season,لدي مشكله في حسابي لا استطيع ان اطلب إلى أي وجهه مايظهر سعر الرحلات وعند الاختيار كأنه مايشتغل الطلب صر لي يمكن شهر تحديث حدثت التطبيق مالمشكله حاول اطلب المساعده في التطبيق كل رد الي أو اسئله شائعة,1,2025-07-10 08:41:49
Ezzat Haware,πόλη καλά,5,2025-07-10 07:40:15
Hanan Hamed,ممتازه مع سائق محترف ومحترم,5,2025-07-10 06:52:00
His beloved Hani His beloved Hani,جيد جدا,5,2025-07-10 06:47:23
باسل السنعوسي,مريحه,5,2025-07-10 06:46:48
بلال الحربي,رائعه,5,2025-07-10 06:28:00
Mohamed Hossny,ممتازة,5,2025-07-10 05:46:58
Nermin Mustafa,ميعاد مظبوط وعربية جيدة وسائق محترم,5,2025-07-10 05:35:23
Saad Elmahs,جميل,5,2025-07-10 05:03:06
Mohammed Zaki,wow,5,2025-07-10 04:57:58
منوعات مختلفه,ممتاز,5,2025-07-10 04:49:35
دودو المبي,مش يستحق النجمه حتا برنامج زي الخرا,1,2025-07-10 04:43:12
mohamed fathey,جيدا جدآ,5,2025-07-10 03:37:00
YASSEN AZIZ,عملي,5,2025-07-10 03:18:03
الفرعون المصري,عملي,5,2025-07-10 03:07:43
Mohamed Elshamy,مريح ومنجز💪❤️,5,2025-07-10 02:35:15
Mohamed Khalil,جيدة,5,2025-07-10 01:51:35
ابراهيم الزيلعي,ممتاز,5,2025-07-10 01:34:27
ali,الحمدلله، تجربة طيبة، ياليت الشركة تسوي مراجعة دائمة للسواقين؛ من ناحية موديلات سياراتهم !,5,2025-07-10 01:32:26
Moaz Anwar,حلو,5,2025-07-09 23:50:19
طارق السيد,تجربة محترمة جدا,5,2025-07-09 23:43:29
Omer Mok,رائع جدا,5,2025-07-09 23:11:48
Omnia Mahmoud,ممتاز,5,2025-07-09 22:21:09
hima ashraf,ممتاز,5,2025-07-09 20:56:55
Majed Tamawi,لابأس ودقة عالية وجودة للخدمة أعجبني جدا,1,2025-07-09 18:49:31
Mahmoud Barakat 69,ممتاز جدا,5,2025-07-09 18:19:27
محمد عاطف,تطبيق محترم,5,2025-07-09 18:05:13
Osama Adel,ممتاز جدا والله,5,2025-07-09 17:53:22
Sayed Elfrmawy,التطبيق أصبح سئ جداََ بعد أن يتم سداد المبلغ بالكامل يتم نزول مديونيه على البرنامج,1,2025-07-09 17:50:50
adel Adel,ممتازة,5,2025-07-09 17:47:11
Zyead Hammad,برنامج زبالة وسواقين نفضل مستنينهم ساعة وف الاخر مبيجوش اقسم بالله بقي سيئ جدا اختارو سواقين محترمه,1,2025-07-09 17:01:15
Ehab Abdelnaby,ممتاز,5,2025-07-09 16:45:54
Yasmina Yousef,كويسه,5,2025-07-09 16:23:41
عبد العاطي بكار,تجربة رائعة,4,2025-07-09 16:20:16
Mohamed Monir,ممتاز,5,2025-07-09 16:17:31
ahmad alnhdi,احلى تطبيق,5,2025-07-09 15:54:19
S.A S,👍🏻👍🏻👍🏻🌹,5,2025-07-09 15:47:10
NAWAF,جامد,5,2025-07-09 15:17:52
Abdllah Ahmad,شكرا على القائمين هل هذا البرنامج دعواتنا لكم مزيد من النجاح شكرا,5,2025-07-09 14:47:19
Mahmoud Zahana,يحتاج إلى مزيد من التطوير لا يوجد تواصل هاتفي فقط من خلال رسائل ما زال التطبيق يحتاج مزيد من التطوير يوجد مشكلة في استخدام القسائم ما زال التطبيق سيء,1,2025-07-09 14:32:23
ahmed adel,رائع,5,2025-07-09 14:20:26
Hosam Adam,أسوء خدمة عملاء قابلتنى فى حياتى,1,2025-07-09 14:18:55
Asim Rahma,عاش,5,2025-07-09 14:15:21
فخرالدين يس ادريس,كل شي ممتاز,5,2025-07-09 14:08:05
Hzar Merghani,تطبيق ممتاز مريح وآمن وسريع....,5,2025-07-09 13:57:31
رجب النجم النجم,رائعه,5,2025-07-09 13:55:17
ايمي عبدالمنعم,ممتاز,5,2025-07-09 13:48:32
idris mohammed,سائق ممتاز للغاية وصلني كما هو مطلوب شكرا له ولشركة افر... تحياتي لكم جميعا.,5,2025-07-09 13:33:04
;F; F,ممتاز,5,2025-07-09 13:30:52
Ramez Michelle,معقوله,3,2025-07-09 13:25:37
Mohamed Dahshan,ممتاز,5,2025-07-09 12:31:34
محمد احمد سجرى,تجربه ممتازة,5,2025-07-09 12:30:18
Kemo Mostafa,ناس محترمه برنامج جميل,3,2025-07-09 12:20:02
Alaadeen Alghnnam,ممتازه,5,2025-07-09 12:13:47
رمضان احمد يوسف,ممتاز,5,2025-07-09 12:13:04
ahmed salah,تطبيق سئ جداً بيحدد الموقع غلط انتظار وقت جداً,1,2025-07-09 11:43:12
ممدوح محمد,جميل ورخيص,5,2025-07-09 11:30:25
Hany Mahmoud,ممتازه,5,2025-07-09 11:10:54
Hanan Mostafa,ممتاز جدا سيارات مريحه وكابتن محترمين جدا والأسعار معقوله والمواعيد ممتازه,5,2025-07-09 11:01:30
Pertty Ladies,جيد جيدا,5,2025-07-09 10:57:17
Hadeer Talaat,سيء جدا الانتظار بالنص ساعه عشان الاقي عربيه ولما الغي المشوار مبيلغوش ويقولوا في سائق جه عشان يخصموا 15جنيه وهما اصلا اللي معلقين الانتظار,1,2025-07-09 10:29:06
majed_re,التطبيق ممتاز و الأسعار تعتبر منافسه جدا لاكن لانه أشهر تطبيق احيانا السياره تتأخر عليك شويه,4,2025-07-09 10:23:29
Ahmed Emad,تجربه ممتازه,5,2025-07-09 10:20:28
osama musa,ممتازة,5,2025-07-09 09:40:08
Sayed Maaty,ممتاز,5,2025-07-09 09:04:57
naglaa ahmed,حلو,5,2025-07-09 08:45:09
mayada nasser,ممتاز -برجاء تعديل وسهوله الاتصال بخدمه العملاء والشكاوى,5,2025-07-09 08:10:16
Rorwajed Ahfw,خصومات أوبر ممتازه جدا,5,2025-07-09 07:47:11
باسم باسم باسم باسم,رائعه,5,2025-07-09 07:05:36
ايمن العالمي,جميل جدا,5,2025-07-09 07:01:47
ادم وليد,تطبيق سيئ جدا جدا طلبت مشوار اكتر من ساعتين واقف في الشارع ولا اي استجابه علما بأن الاسعار بقت مضاعفه,1,2025-07-09 06:03:34
ولاء عبده,ممتاد,5,2025-07-09 05:32:08
سيد سعيد,ممتازة,5,2025-07-09 05:26:03
محمد XDIO,إنه مفيد و ممتع,5,2025-07-09 05:14:30
Ahmed Mohammed,رائعة,5,2025-07-09 04:10:26
Montgomery Kira,تطبيق جميل,5,2025-07-09 04:03:08
محمد عبد الرحمن بقشان,جدا سريع احترام العميل شكرا,5,2025-07-09 01:54:35
Enad محمد,جيد,5,2025-07-09 01:47:49
rooze roo,تحتاج الى دقة اكثر في تحديد الموقع,4,2025-07-09 01:26:50
Safaa Nagy,برنامج فى نصب واحتيال يظهرلك سعر الأجرة وبعد ما توصل تلاقية مزود الأجرة كتير جدا ونفس المشوار كل مرة هو هو لكن برنامج حرامى وسائقين سيئين انصح تمسحو ومحدش يتعامل معاهم شركة نصابين وفعلا غلط انى طلبت او اتعاملت معاهم,1,2025-07-08 22:57:48
Owner Ahmed Qasim,شكرآ,5,2025-07-08 22:46:52
Amr Selim,رائعه,5,2025-07-08 22:19:56
عبد الملك البلوي,اسرع من رمش العين ما شاء الله و نفسيه السواق تفتح النفس,5,2025-07-08 22:07:00
Ahmed AAA,التطبيق اكثر من ممتاز,5,2025-07-08 21:48:57
Aya Abuelwafa55,good,5,2025-07-08 21:39:01
blal bely,جيد جدا,5,2025-07-08 20:51:17
Hosam Gamal,شركة محترمة جدا جدا,5,2025-07-08 20:47:34
ABDALRHAMAN FRIEH,ممتازه,5,2025-07-08 20:12:52
صـ،ـدى آلآحـ،ـزآن,ممتاز.,5,2025-07-08 19:35:36
Obaidallah ALHarazy,للأسف فكرة انك تحدد الدفع بالبطاقة وتنخصم ويتصل عليك السائق يسألك هل الدفع كاش وبعدها يلغي المشوار وتقعد تنتظر وقت أكثر أظنها تحتاج معالجة من الشركة,1,2025-07-08 19:24:21
ام عمر,تحفه,5,2025-07-08 19:14:35
Nagh Dybo Dybo,100على100,5,2025-07-08 18:50:12
حسام حسن,ممتازه,5,2025-07-08 18:34:20
Elgerpy Mohamed,سئ سئ سئ سئ,1,2025-07-08 18:24:42
محمود الجندي,انجاز,4,2025-07-08 18:16:46
Rana Aqel,مومتاز,5,2025-07-08 17:52:29
عبدالله عبدالمطلب,ممتاز,5,2025-07-08 17:50:46
Ahmed Mohamed,جميله,5,2025-07-08 17:39:08
Mahmoud Greow,كويس,5,2025-07-08 17:18:28
nawaf 178,جميله,5,2025-07-08 16:43:58
Abdo Abdo,اسعار كويسه الي حد ما ولاكن لايوجد عروض,4,2025-07-08 16:40:35
Om Abdella,تطبيق جيد وقت اللزوم,5,2025-07-08 16:34:24
السيد سليمان,ممتاز زوقك واخلاق,5,2025-07-08 16:28:20
Dr.howayda,سحبتو مني 140 ريال من الفيزا فعمليات معلقه و لا يوجد اي رد من خدمه العملاء ولم استرد المبالغ المخصومه,1,2025-07-08 15:40:08
بنت سوهاج,سعر ممتاز,5,2025-07-08 15:08:18
عوني خلف,ممتاز,5,2025-07-08 15:06:10
Nabil Badry,أعط فرصه لتغيير السعر لتذبذب الاسعار من تاحيتنا كما تفعل الشركات الأخرى,1,2025-07-08 14:42:44
Vip Vip,شكران,5,2025-07-08 14:21:57
محمد درويش,مفيش معاهم اي امان اغلب السواقين بيتعاطوا مخدرات ومفيش مقر للشركه ف مصر لذلك ندعو الي الغاء وجودها ف مصر ونشوف بديل مصري يمكن محاسبته تطبيق حقير بينهب جيوب المصريين,1,2025-07-08 14:21:20
tarek samer,برنامج سيئ والسواقين قليلين ومش بيوفقو عالمشاوير بسرعه وبنتظر وقت طويل,1,2025-07-08 14:13:18
علاء عاشور,١٠٠٪,4,2025-07-08 13:49:06
Mohamed Hassan,ممتازه جداً,5,2025-07-08 13:44:27
abdo masood,ممتاز,5,2025-07-08 13:20:54
Mohamad Ati,البرنامج حدد الاماكن غلط,3,2025-07-08 12:44:31
محمد امين الشيخ علي,ممتاز,5,2025-07-08 12:36:03
أبو اليأس,حلو جدآ,5,2025-07-08 12:32:32
Mohamed Almajed,مريحة,5,2025-07-08 12:05:51
Samia Beito,👍👍👍👍,5,2025-07-08 11:58:26
Aman Ahmad,çok iyi,5,2025-07-08 11:52:28
engineer Mohamed Ahmed Ashour,ممتازه,5,2025-07-08 11:32:37
Hiba Jasim,رائع,5,2025-07-08 10:50:03
Sayedbadr Ezat,good,5,2025-07-08 10:34:11
Ahmed Bachar,ممتاز,5,2025-07-08 10:30:58
بسام دلة,خدمة ممتازة,5,2025-07-08 10:08:26
Douna Azza,أفضل الشركات التي احترمها واقدرها لان الكابتان سعوديين اتمنى ان يكونو عندحسن ظن المجتمع,1,2025-07-08 09:46:37
Dad Dad,شكرا اوبر على هذا المجهود والسائق رائع جدا,5,2025-07-08 09:43:02
Gamal Youssef,سائق محترم,5,2025-07-08 09:42:26
احمدعبدالله رضوان رضوان,ممتاز,5,2025-07-08 08:47:19
ashraf zain,الخدمه اصبحت سيئه جدا وممكن انتظر ساعه وما فيش كابتن بيقبل المشوار وما فيش خدمه عملاء ولا دعم,2,2025-07-08 08:13:24
Mohamed Emad,أنا حجزت مشوار سكوتر ب ٥١ ج بعد ماوصلت جالي بيقولي ادفع ٧٧ج ده لي بقي 😑😡,1,2025-07-08 07:50:53
وضاح السعدي,ممتاز خدمه وتووصيل,5,2025-07-08 04:03:27
Safaa,جميله,5,2025-07-08 02:31:03
أبو دواس الورشي الورشي,جميلللللل مره ❤,5,2025-07-08 02:06:22
احمد عبد الصبور ابو جبل,ممتاز جدا,5,2025-07-08 01:23:05
Shady Aly,جميله,5,2025-07-08 00:07:11
ياسر عزت,ممتازة,5,2025-07-08 00:06:41
شحاته لبيب المنسي,ممتاز وامن,5,2025-07-08 00:04:36
walid walid,ممتاز,5,2025-07-07 22:04:46
hassan ahmed,سيئة,1,2025-07-07 21:18:26
Abdullah Ali,برنامج اقل مايقال عنه انهم شركه حراميه سواء لو انت راكب او سائق عشان يكلمك حد يقولك لو عاوز تشترك معانا وتكون كابتن اوبر واعرفه اني كنت عامل اكونت ويقولي ممكن نعمل اكونت تاني برقم جديد وتمام وفي الاخر يتوقف الاكونت الجديد والقديم وتروح المكتب وميعملش حاجه ويكون ليك رصيد وماينزلش في حسابك يبقي شويه نصابين وبيقلبو الناس والله لو أقل من نجمه مايستحقوها,1,2025-07-07 21:13:44
اسامه منصور,ممتاز,3,2025-07-07 21:11:26
Othman Ibrahim,اوبر بتقدم خدمة ممتازة,5,2025-07-07 20:58:00
Mahmoud Albashir,ممتاز جدا,5,2025-07-07 20:18:11
ebraheem am,من افضل واحسن تطبيقات التوصيل 👍,5,2025-07-07 20:02:21
إسلام أسامة محمد الجمل,ممتاز,5,2025-07-07 19:58:24
Saudi Apple,جميل جداً,5,2025-07-07 19:26:28
Mokhtar Mohsen,جييييييد,5,2025-07-07 19:24:38
Ahmed Rashad,مشغلين عربيات لاتصلح وخدمة عملا تعمل لصالح العربية اللي هيه بتجيب العمولة والمكسب .. انما العميل هوه عبارة عن جنيه .,1,2025-07-07 17:33:30
عبدالعزيز الدخيل,شكرا اوبر ... شكرا جزيلا لقائد لرحلة الاخيرة,5,2025-07-07 16:38:39
عبدالله علي سيد,جيده,5,2025-07-07 16:10:13
Abo saef 92,بارك الله بكم بكل خير على الخدمات المقدمة الراقية والمحترمة والدقيقة والمريحة .. شكرا من القلب,5,2025-07-07 15:24:17
