userName,content,score,at,sentiment,clean_text
roa2 mahmoud,ممتاز,5,2025-07-03 21:24:38,positive,ممتاز
سلطان جلال,ممتاز جدا,5,2025-07-03 20:59:53,positive,ممتاز جدا
Nour Alhiaa,👍,3,2025-07-03 20:41:17,neutral,
Taima Tb,شكرا أوبر ربي يسعدكم,5,2025-07-03 20:39:16,positive,شكرا اوبر ربي يسعدكم
Mustafa Abdel nasser,جيده,5,2025-07-03 20:10:47,positive,جيده
Samir H,سيئ جدا جدا جدا في مصر ولايحترمون احد وما انصح باستخدامه خارج المملكة خصوصا في مصر بعكس السعودية رائع جدا بالممكلة وخدمة العملاء مميزة,1,2025-07-03 20:02:04,negative,سيئ جدا جدا جدا مصر ولايحترمون احد انصح باستخدامه خارج المملكه خصوصا مصر بعكس السعوديه رائع جدا بالممكله وخدمه العملاء مميزه
محمد بحر,تمام رائعه,5,2025-07-03 17:59:25,positive,تمام رائعه
Maged Nady,رائع,5,2025-07-03 17:55:29,positive,رائع
Mostafa Adel,جيده بفضل الله,5,2025-07-03 16:30:52,positive,جيده بفضل الله
Alhamd Alhamad,اكثر من ممتاز جزاكم الله عنا كل خير,5,2025-07-03 16:29:05,positive,اكثر ممتاز جزاكم الله عنا خير
Jehan Kamal,♥️♥️♥️♥️♥️,5,2025-07-03 16:25:27,positive,
عمر جارالنبي,تطبيق جميل جدا و يصل بسرعه والسيارة جميلة و مكيفة والاسعار رخيصة,5,2025-07-03 15:46:33,positive,جميل جدا يصل بسرعه والسياره جميله مكيفه والاسعار رخيصه
Khalid Khogali,ممتاز جدا,5,2025-07-03 15:40:03,positive,ممتاز جدا
Ahmed Jousef,جميلة جدا الى الان,5,2025-07-03 15:34:24,positive,جميله جدا الي الان
‪Abo Salah (Abo salah)‬‏,ممتاز جدا جدا,5,2025-07-03 15:27:36,positive,ممتاز جدا جدا
Sheref Mneim,تطبيق محترم واكثر الكباتن محترمين,5,2025-07-03 14:51:39,positive,محترم واكثر الكباتن محترمين
علي البسيونى,برنامج رائع جدا,5,2025-07-03 14:23:52,positive,رائع جدا
الأمير عبده,ممتاز,5,2025-07-03 13:37:38,positive,ممتاز
Amaar Nor,جميل أكثر من رائع,5,2025-07-03 13:33:46,positive,جميل اكثر رائع
Najah Mohamed,حلو,5,2025-07-03 12:57:35,positive,حلو
Fatma Hamed,ممناز,5,2025-07-03 12:56:44,positive,ممناز
Mahmoud Eid,ممتاز,5,2025-07-03 12:34:19,positive,ممتاز
Ahmed Khater,هذا البرنامج من أفضل البرامج على النت وأفضل وسيله تواصل,5,2025-07-03 12:31:57,positive,البرنامج افضل البرامج النت وافضل وسيله تواصل
Wahid fttah,انسان محترم ومثقف وذو خلق عالي جدا جدا,5,2025-07-03 12:21:05,positive,انسان محترم ومثقف وذو خلق عالي جدا جدا
shosho Shaymaa,السواقين في منتهى الاحترام ياريت الاستمرار,5,2025-07-03 11:24:21,positive,السواقين منتهي الاحترام ياريت الاستمرار
Queen 777,الابلكيشن بقى سيء جدا وبنتظر فتره كبيره جدا لحد ما الاقي كابتن كمان الاسعار بقت جنونيه,1,2025-07-03 11:11:27,negative,الابلكيشن بقي سيء جدا وبنتظر فتره كبيره جدا لحد الاقي كابتن كمان الاسعار بقت جنونيه
Mohamed Fathy,احلى اوبر,5,2025-07-03 11:08:55,positive,احلي اوبر
Mohamed Tharwat,مش بطال,5,2025-07-03 10:25:54,positive,مش بطال
Hassan Goomaa,أصبح التطبيق سيئ لايستاهل حتى نجمة ادفع مبلغ الرحلة للكابتن وبعدها يطلع عندي مديونية وغير مدفوع والشركة لاتتجاوب حصلت معي هذه المشكلة أكثر من مرة ولأنه لايوجد تواصل مباشر مع خدمة العملاء ولا حتى بيانات تواصل للكابتن وحتى على الايميل الرد يأتي غير مخصص . لا انصح باستخدامه مالم تتم معالجة المشكلات وهي كثيرة,1,2025-07-03 10:21:32,negative,اصبح التطبيق سيئ لايستاهل حتي نجمه ادفع مبلغ الرحله للكابتن وبعدها يطلع عندي مديونيه وغير مدفوع والشركه لاتتجاوب حصلت معي المشكله اكثر مره ولانه لايوجد تواصل مباشر خدمه العملاء حتي بيانات تواصل للكابتن وحتي الايميل الرد ياتي مخصص انصح باستخدامه مالم تتم معالجه المشكلات وهي كثيره
Ahmed Elshimy,سواق ممتاز جدا ومحترم وعربية جميلة بسم الله ماشاء الله من اكتر الشخصيات المحترمه فى أوبر يستحق اكتر من ٥ نجوم,5,2025-07-03 09:41:30,positive,سواق ممتاز جدا ومحترم وعربيه جميله بسم الله ماشاء الله اكتر الشخصيات المحترمه اوبر يستحق اكتر نجوم
محمد العمري,جميل,5,2025-07-03 09:29:41,positive,جميل
احمد السيد الكيلاني,سائق محترم. سيارة مناسبة,5,2025-07-03 09:19:23,positive,سائق محترم سياره مناسبه
Jacob Nosehy,الاعلانات بقيت سخيفة جدا جدا وده ممكن يخلينا نحذف التطبيق,1,2025-07-03 08:51:21,negative,الاعلانات بقيت سخيفه جدا جدا وده ممكن يخلينا نحذف التطبيق
Apo Doma,good 👍,5,2025-07-03 08:44:22,positive,
أنفاس الورد,علموا سواقينكم الذوق والاخلاق مو نشتغل عنده على هالاسلوب ثانيا ياليت تهتمون بشكاوي العملاء,1,2025-07-03 08:40:02,negative,علموا سواقينكم الذوق والاخلاق مو نشتغل عنده هالاسلوب ثانيا ياليت تهتمون بشكاوي العملاء
Mostafa Lotfy,متميزة,5,2025-07-03 08:39:21,positive,متميزه
Asmaa Sabry,ممتاز,5,2025-07-03 08:35:42,positive,ممتاز
أيوب محمد,ممتاز,5,2025-07-03 08:34:49,positive,ممتاز
Aboor Gaaam,سريع وجميل سهل الاستخدام,5,2025-07-03 08:31:12,positive,سريع وجميل سهل الاستخدام
Eslam Nabel,حلوه,5,2025-07-03 08:20:38,positive,حلوه
osama eldezel,حريف طركات,5,2025-07-03 08:09:45,positive,حريف طركات
Ali Abrgad,جيد جدا,5,2025-07-03 07:12:13,positive,جيد جدا
ابو فيصل الرويثي,تطبيق ممتاز جدا جدا وهو الأول في الأسعار في نظري انا جيد جدا.,5,2025-07-03 05:23:33,positive,ممتاز جدا جدا الاول الاسعار نظري جيد جدا
Gfhhi Gidy,ممتازه,5,2025-07-03 04:30:12,positive,ممتازه
Lo Lo,ممتاز,5,2025-07-03 03:35:16,positive,ممتاز
مصعب مراغة,ممتازه,5,2025-07-03 02:47:17,positive,ممتازه
ماجد الحداد Maged Elhddad,تطبيق سئ جدا جدا .. وغير عملي وبطئ . ولو نسيت تحديثه صدفة وانت في الشارع لن يعمل . ويعطلك وبسبب لك مشاكل. وتحديثاته شبه يومية وبمساحة كبيرة جدا والمشكلة ان تحديثاته لا تجد لها اي ميزة في للعميل,1,2025-07-03 01:51:00,negative,سئ جدا جدا وغير عملي وبطئ نسيت تحديثه صدفه وانت الشارع يعمل ويعطلك وبسبب مشاكل وتحديثاته يوميه وبمساحه كبيره جدا والمشكله ان تحديثاته تجد اي ميزه للعميل
Hana Mahmoud,تم الوصول بناجح,5,2025-07-03 00:38:27,positive,تم الوصول بناجح
محمدعلاء البراشى,ممتاز,5,2025-07-03 00:37:54,positive,ممتاز
Moh,ابلكشن ممتاز جدا,5,2025-07-03 00:30:14,positive,ابلكشن ممتاز جدا
Talal Ghabra,متازه,5,2025-07-02 23:59:13,positive,متازه
مجد كردي,رائع,5,2025-07-02 23:56:47,positive,رائع
Lina Jamal,very good 👍,5,2025-07-02 23:15:37,positive,
Dalal Adil,ماشاءالله ممتاز وسياراتو ممتازه بس غالي,5,2025-07-02 23:00:57,positive,ماشاءالله ممتاز وسياراتو ممتازه غالي
Hassan Fawaz,ممتازة وكابتن متميز وعلى خلق.,5,2025-07-02 22:59:55,positive,ممتازه وكابتن متميز وعلي خلق
IBRAHIM ALWADEAI,ممتاز,5,2025-07-02 22:53:28,positive,ممتاز
Mohamad nasr Nasr,ممتاز,5,2025-07-02 22:52:33,positive,ممتاز
Adam Apatchy,"To jest naprawdę fałszywa aplikacja, radzę wszystkim mieć do czynienia z firmami takimi jak Bolt i innymi, ta aplikacja nie jest kworum",1,2025-07-02 22:27:12,negative,
محمد كمال,ممتاز,5,2025-07-02 22:19:53,positive,ممتاز
mohamd hany,رائع 🤩,5,2025-07-02 22:14:09,positive,رائع
Wafaa Nafez,سوقه هاديه ومهذب,5,2025-07-02 21:56:18,positive,سوقه هاديه ومهذب
محمد ابراهيم,تجربة رائعة ممتعة,5,2025-07-02 21:30:25,positive,تجربه رائعه ممتعه
Fahad Al-Subyani,اول تجربة لي مع أوبر وكانت ممتازة ولله الحمد,5,2025-07-02 21:16:31,positive,اول تجربه اوبر وكانت ممتازه ولله الحمد
Abdo,Excellent 👍,5,2025-07-02 20:59:29,positive,
hewida sayed,رائع جدآ سرعه الوصول,5,2025-07-02 20:57:44,positive,رائع جدا سرعه الوصول
ABDULLAH,ممتاز,5,2025-07-02 20:50:59,positive,ممتاز
فارس أبو الفرسان,ممتاز جدا,5,2025-07-02 20:49:15,positive,ممتاز جدا
Mohamed Anter,أغلب السائقين يرسلوا رسائل بتغيير سعر الرحلة,2,2025-07-02 20:36:06,negative,اغلب السائقين يرسلوا رسائل بتغيير سعر الرحله
Soso Amer,ممتاز,5,2025-07-02 20:04:33,positive,ممتاز
1929 00000000,كانت رحله سريعه وفي وقتها لم يتأخر وكان السائق حسن الخلق والأخلاق جزاه الله كل خير وكثر من أمثاله,5,2025-07-02 19:27:03,positive,كانت رحله سريعه وفي وقتها يتاخر وكان السائق حسن الخلق والاخلاق جزاه الله خير وكثر امثاله
Omar Elsb3y,رحله ناجحه,5,2025-07-02 19:10:35,positive,رحله ناجحه
محمد على,بيقعد كتير على ما عربيه تجيلى,3,2025-07-02 18:59:19,neutral,بيقعد كتير عربيه تجيلي
سعيد الشرمان,تطبيق رائع جدا,5,2025-07-02 18:29:58,positive,رائع جدا
يوسف حسين احمد,ممتاز,5,2025-07-02 18:13:31,positive,ممتاز
Alilotfyyy Lotfy,جيد جدا,5,2025-07-02 18:04:26,positive,جيد جدا
Ahmed fedawy,ممتاز,5,2025-07-02 17:54:41,positive,ممتاز
Mohammed Sayed,تجربة سيئة جدا المبلغ بيتغير خلال الرحلة,1,2025-07-02 17:51:17,negative,تجربه سيئه جدا المبلغ بيتغير خلال الرحله
محمود ناصر,كويس جدا,5,2025-07-02 17:34:59,positive,كويس جدا
ahmed ebrahim,سئ جدا,1,2025-07-02 17:13:41,negative,سئ جدا
Ali Algebaly,ممتاز,2,2025-07-02 16:53:29,negative,ممتاز
عبدالله محمد ابو عمر عوض كعيد,ممتاز,5,2025-07-02 16:40:17,positive,ممتاز
جوله الكاميرا,لسه هجربه,5,2025-07-02 16:31:14,positive,لسه هجربه
Life coach Hana Mahoud,ماشاء الله علي البرنامج جميل جدا ودقيق,5,2025-07-02 16:29:11,positive,ماشاء الله البرنامج جميل جدا ودقيق
Waleed Saeed,راائع,5,2025-07-02 16:11:26,positive,راائع
Ahmed El kowery,ممتازة,5,2025-07-02 16:08:52,positive,ممتازه
Mohamed 0122,جميل وكابتن محترم,5,2025-07-02 16:07:42,positive,جميل وكابتن محترم
Aa Aa,ممتاز,5,2025-07-02 16:02:31,positive,ممتاز
Mohamed Kamel,محترم,5,2025-07-02 15:34:23,positive,محترم
Ahmed Alshaer,ناس محترمة,5,2025-07-02 15:19:26,positive,ناس محترمه
Eslam Alzubi,ممتاز وسريع,5,2025-07-02 15:02:26,positive,ممتاز وسريع
Flp School مدرسة طلائع المستقبل الخاصة بالخانكة,جيد,5,2025-07-02 14:51:20,positive,جيد
7atem MS,ممتاز جداً,5,2025-07-02 14:44:03,positive,ممتاز جدا
Lalla Mohammed,انضف شركة واحسن خدمة الى الآن,5,2025-07-02 14:15:34,positive,انضف شركه واحسن خدمه الي الان
mohammad Hani,طلبت سيارة تكسي وطلعت معها مشوار ولما وصلت دفعت كاش لسيارة بعديها بتيجيلي مسج اني ما دفعت المبلغ ومطلوب مني ادفع مبلغ انا دافعه اصلا,1,2025-07-02 13:55:11,negative,طلبت سياره تكسي وطلعت معها مشوار ولما وصلت دفعت كاش لسياره بعديها بتيجيلي مسج اني دفعت المبلغ ومطلوب مني ادفع مبلغ دافعه اصلا
Najwa moeen,سي,1,2025-07-02 13:47:27,negative,سي
حماده رمضان زايد,جميل جدا,5,2025-07-02 13:36:28,positive,جميل جدا
ahmed moksha,أكثر من رائع,5,2025-07-02 12:20:31,positive,اكثر رائع
روزAbu Alia,ممتازة,5,2025-07-02 12:07:51,positive,ممتازه
Badria Salman,موفقين,5,2025-07-02 12:06:43,positive,موفقين
Hassn Hassn,جيد جدا,5,2025-07-02 11:26:12,positive,جيد جدا
Nasma Ahmed,ممتازه,5,2025-07-02 11:26:04,positive,ممتازه
احمد عبدالسلام,ممتازة,5,2025-07-02 11:22:24,positive,ممتازه
Hmada Abd alazez,ممتاز,5,2025-07-02 11:14:04,positive,ممتاز
Ahmed,جيد جدن,5,2025-07-02 11:12:13,positive,جيد جدن
Mhamood Gamal,افضل التطبيق توصيل و أفضل السائقين شكرا أوبر,5,2025-07-02 11:11:41,positive,افضل التطبيق توصيل افضل السائقين شكرا اوبر
Ahmed badawi,انا متظلم ومتضرر من سائق الرحلة من منزلي إلى مساكن الكيلو ٢٦ غرب إسكندرية حيث كانت الأجرة المتفق عليها مع أوبر ١٠٧ جنية وعندما حضر السائق وإنطلق بي ظل يدور حول طرق لم تكن في واجهتي وبعد فترة وصلني إلى المكان المرغوب فيه وطلب مني ١٦١ جنية ودفعت له المبلغ مع أني متفق مع أوبر على ١٠٧ جنية ومن الآخر انا غير مسؤل عن لف ودوران السائق وغير مسؤل عن مخالفته خط سير رحلتي وارجو رد باقي المبلغ لي وشكرا,1,2025-07-02 11:08:05,negative,متظلم ومتضرر سائق الرحله منزلي الي مساكن الكيلو غرب اسكندريه كانت الاجره المتفق عليها اوبر وعندما حضر السائق وانطلق ظل يدور حول طرق تكن واجهتي وبعد فتره وصلني الي المكان المرغوب وطلب مني ودفعت المبلغ اني متفق اوبر الاخر مسءل لف ودوران السائق وغير مسءل مخالفته خط سير رحلتي وارجو رد باقي المبلغ وشكرا
Toma Tom,ممتازة جدا جدا جدا جدا,5,2025-07-02 11:07:13,positive,ممتازه جدا جدا جدا جدا
Ousa elgen,very good,4,2025-07-02 10:53:28,positive,
Samy Tarek,رائعة,5,2025-07-02 10:50:37,positive,رائعه
Mohamed Abdalbagi,Very goood,5,2025-07-02 10:43:02,positive,
سما محمود,ممتاز,5,2025-07-02 10:38:30,positive,ممتاز
تدمر تدمر,مميز,5,2025-07-02 10:35:02,positive,مميز
سعيد داود داود,كانت تجربه ممتعه,5,2025-07-02 10:29:39,positive,كانت تجربه ممتعه
LI SAB,في البداية كان كل شي جيد الى أن ملأت المحفظة بالنقود بعدها بدأ سعر المشوار يزيد نفس التوقيت و حتى أن مسافة الطريق الذي أتبعه الآن أقل نسبيا من ذي قبل,2,2025-07-02 10:27:41,negative,البدايه شي جيد الي ان ملات المحفظه بالنقود بعدها بدا سعر المشوار يزيد التوقيت حتي ان مسافه الطريق اتبعه الان اقل نسبيا
Albadr Algazee,روعة,5,2025-07-02 10:22:30,positive,روعه
Khaled Gomaa,جميل جداً,1,2025-07-02 09:54:38,negative,جميل جدا
اشرف خليفه,رائعه,5,2025-07-02 09:53:06,positive,رائعه
bandr22,خدمة رائعة ومريحة.. شكرا للسائق المحترم 👍,5,2025-07-02 09:50:33,positive,خدمه رائعه ومريحه شكرا للسائق المحترم
Ahmed Nagy Nagy,جميل,5,2025-07-02 09:24:36,positive,جميل
Asma Alnaser,مريح و جميل,5,2025-07-02 09:06:45,positive,مريح جميل
Mustafa Elmahi,نجمة بسيطة عليكم قبل شوية السواق قال ما يقدر يدخل المستشفى قالي لازم تطلع برة او كنسل كنسلت التطبيق فرض علي 7 ريال غرامة حسبي الله عليكم,1,2025-07-02 08:32:40,negative,نجمه بسيطه عليكم شويه السواق قال يقدر يدخل المستشفي قالي لازم تطلع بره كنسل كنسلت التطبيق فرض غرامه حسبي الله عليكم
محمد فتحي فتوح عواد,تجربه جميله,5,2025-07-02 07:54:09,positive,تجربه جميله
Mina Nour,ممتاز,5,2025-07-02 07:45:53,positive,ممتاز
محمد ابراهيم ابوالقاسم,سائق محترم,5,2025-07-02 07:42:11,positive,سائق محترم
Ahmed Nabil,شركة محترمة وسعر عادل وخدمة عملاء ممتازة. وحل اي مشكلة سريعا,5,2025-07-02 07:40:09,positive,شركه محترمه وسعر عادل وخدمه عملاء ممتازه وحل اي مشكله سريعا
فاطمة رمضان,جيد جدا,5,2025-07-02 07:28:52,positive,جيد جدا
Hade Emam,التحديث الاخير سئ جدا. كنت بحترم اوبر في التعامل معاه. دلوقتي الكابتن هما المسيرين علي الاجره والمشاوير. وعلي العميل بمزاجهم.👎👎👎👎👎 لما اطلب ريكويست والغيه بدون رسوم ومع ذلك الرسوم تتخصم ٤ مرات ورا بعض ده يبقا نصب اطلب استرداد فورى للمبالغ المخصومه + تعويض للخساير,1,2025-07-02 06:55:27,negative,التحديث الاخير سئ جدا كنت بحترم اوبر التعامل معاه دلوقتي الكابتن المسيرين الاجره والمشاوير وعلي العميل بمزاجهم اطلب ريكويست والغيه بدون رسوم ومع الرسوم تتخصم مرات ورا ده يبقا نصب اطلب استرداد فوري للمبالغ المخصومه تعويض للخساير
Abo Judy,ممتاز أنصح به وبشده,5,2025-07-02 06:55:17,positive,ممتاز انصح وبشده
Madiha Mostafa,ممتازه,5,2025-07-02 06:47:21,positive,ممتازه
Mohamed Aseeem,تطبيق رائع,5,2025-07-02 06:47:18,positive,رائع
Ali Alshehri,غير جيدين السائق يوقف بموقعه عشان تلغي الطلب ويكسب وهو واقف مكانه واسئلة قبيحة من السائقين هل انت معك كاش او لا,1,2025-07-02 06:28:01,negative,جيدين السائق يوقف بموقعه عشان تلغي الطلب ويكسب واقف مكانه واسئله قبيحه السائقين انت معك كاش
Yossef Yasser75,راجل محترم,5,2025-07-02 06:28:01,positive,راجل محترم
زينب محمد,في الموقع الممتاز بضبط,5,2025-07-02 06:19:37,positive,الموقع الممتاز بضبط
ayman tahaa,فوق الممتاز,5,2025-07-02 06:17:32,positive,الممتاز
حمادة حمدان,برنامج مريح جدا جدا,5,2025-07-02 05:52:30,positive,مريح جدا جدا
Hfd Hcd,جميل,5,2025-07-02 04:25:45,positive,جميل
Haitham Mohammed,👍,5,2025-07-02 04:19:30,positive,
Tota Ali,ممتاز,5,2025-07-02 03:27:41,positive,ممتاز
Sattam Asa,جميل قدن قدن,5,2025-07-02 03:17:30,positive,جميل قدن قدن
‪Ahmed El-Sisi‬‏,ممتاذ,5,2025-07-02 03:07:36,positive,ممتاذ
mayar omer,بداية رائعة جدا جدا,5,2025-07-02 03:02:53,positive,بدايه رائعه جدا جدا
ياسين الوهباني,جيد جداً جداً جداً يستاهل ألف نجمه سريع ومضمون واشكرك على اهتمامكم بنا 😍❤,5,2025-07-02 02:25:06,positive,جيد جدا جدا جدا يستاهل الف نجمه سريع ومضمون واشكرك اهتمامكم
ابو عبدالله الهلاوى,جيد جدآ,5,2025-07-02 02:04:11,positive,جيد جدا
Muzamil Mohamed Ali,ممتاز وسريع,4,2025-07-02 01:10:23,positive,ممتاز وسريع
Yehia Ibrahim,رائع,5,2025-07-01 22:51:29,positive,رائع
خالد الرفاعي,تطبيق محترم جدا,5,2025-07-01 22:28:35,positive,محترم جدا
Nloo K,كان مشوار جميل ومريح شكرا كثير,5,2025-07-01 22:09:44,positive,مشوار جميل ومريح شكرا كثير
Abdalah Khalifa,ممتاز,5,2025-07-01 21:55:27,positive,ممتاز
WALEED ADAM,جميل,5,2025-07-01 21:03:13,positive,جميل
Rafiq Torky,تجربة جيدة واستخدمه دائما,5,2025-07-01 20:50:36,positive,تجربه جيده واستخدمه دائما
احمد محمد,برنامج كويس جدا لكني انتظرت أكثر من نصف ساعة فى الشمس عقبال مات صل معايا حد,3,2025-07-01 20:50:00,neutral,كويس جدا لكني انتظرت اكثر نصف ساعه الشمس عقبال مات صل معايا حد
اسامه حسن بكري,جميل,5,2025-07-01 20:40:23,positive,جميل
Abo Abam,كويسه جدا جدا,4,2025-07-01 20:36:22,positive,كويسه جدا جدا
yosframos,جيد,5,2025-07-01 20:18:12,positive,جيد
Soliman Dawod,ممتازة,5,2025-07-01 19:15:01,positive,ممتازه
AboHamze,ممتاز,5,2025-07-01 19:05:53,positive,ممتاز
Ahmed Titanic,جيد جدا,5,2025-07-01 18:16:04,positive,جيد جدا
التنين العركي,خدمة ممتازة جدا,5,2025-07-01 17:27:43,positive,خدمه ممتازه جدا
عمر يحيياكتبيليطريقةلسيم,ممتاز,5,2025-07-01 17:21:14,positive,ممتاز
حمدى عباده,ممتاز,5,2025-07-01 16:50:46,positive,ممتاز
خالد اليهري,اول مره اجربه بصراحه ممتاز جدا,5,2025-07-01 16:40:42,positive,اول مره اجربه بصراحه ممتاز جدا
Abdellahi Jdoud,ممتاز,5,2025-07-01 16:16:40,positive,ممتاز
فتحي ركابي,ممتاز,5,2025-07-01 16:11:02,positive,ممتاز
nada Samman,رائع,5,2025-07-01 16:09:19,positive,رائع
ايه سيد,روعه,5,2025-07-01 15:59:13,positive,روعه
Tarek Abdo,كابتن أوبر اسمه محمد سعيد محترم جدا وزوق فى التعامل ومتعاون,5,2025-07-01 15:47:22,positive,كابتن اوبر اسمه محمد سعيد محترم جدا وزوق التعامل ومتعاون
حسن رمضان البحيري,ممتاز جدا,5,2025-07-01 15:12:00,positive,ممتاز جدا
سعد عبدالجواد,شركه محترمه وسائقين محترمين,5,2025-07-01 15:11:39,positive,شركه محترمه وسائقين محترمين
محمد جميل,ممتاز,4,2025-07-01 15:01:51,positive,ممتاز
zena Alsaleh,افضل تطبيق انا بطلب تكسي اصفر خدمه ممتازه وأئمن من سيارات الخصوصي,5,2025-07-01 14:58:27,positive,افضل بطلب تكسي اصفر خدمه ممتازه وائمن سيارات الخصوصي
Zezo Zezo,في البداية كان التطبيق كويس جدا وغاية ف الروعة واسعار حلوة بس للاسف شركة اوبر غير عادلة تماما وتتعامل مع المشاكل بشكل سلبي جدا جدا وتم إيقاف حسابي بسبب شكوي قدمها أحد السواقين الغير محترمين بالمرة والي كان هو الي غلطان من البداية لانه كان عايز ينزلني ف مكان قبل اللوكيشن الي موجود قدامه ف التطبيق وانا كان معايا مراتي الي لسه والدة ملهاش اسبوع وابني الي طبعا عمره اسبوع غير أن كان معايا شنطتين ف اعتذرت له بكل احترام ف قرر يقدم الشكوي بأسلوب انتقامي وللاسف شركة اوبر قفلت حسابي نهائي تصديقا لكلامه,1,2025-07-01 14:34:56,negative,البدايه التطبيق كويس جدا وغايه الروعه واسعار حلوه للاسف شركه اوبر عادله تماما وتتعامل المشاكل بشكل سلبي جدا جدا وتم ايقاف حسابي بسبب شكوي قدمها احد السواقين الغير محترمين بالمره والي الي غلطان البدايه لانه عايز ينزلني مكان اللوكيشن الي موجود قدامه التطبيق وانا معايا مراتي الي لسه والده ملهاش اسبوع وابني الي طبعا عمره اسبوع ان معايا شنطتين اعتذرت بكل احترام قرر يقدم الشكوي باسلوب انتقامي وللاسف شركه اوبر قفلت حسابي نهائي تصديقا لكلامه
Bejad,أسوء خدمة عملاء على الإطلاق ، حصلت في أحد المشاوير ، ولم يتم حلها ؟؟!!,1,2025-07-01 14:28:33,negative,اسوء خدمه عملاء الاطلاق ، حصلت احد المشاوير ، ولم يتم حلها ؟؟
محمد امين,تمم,5,2025-07-01 14:12:33,positive,تمم
سبحان الله الحمدلله,عروض قليلة جيني افضل ومرات كثير يزيدو علي السعر بعد ما اخلص المشوار,1,2025-07-01 14:08:41,negative,عروض قليله جيني افضل ومرات كثير يزيدو السعر اخلص المشوار
حبيبه ناصر,جميل,5,2025-07-01 14:08:26,positive,جميل
Yousf Mohamed,من أفضل التطبيقات في مصر,5,2025-07-01 13:44:34,positive,افضل التطبيقات مصر
Ibrahim Rajab,جيد,3,2025-07-01 13:38:31,neutral,جيد
Malk Kamal,للأسف بقاله فترة مش عارفة أستخدمه خالص و ويخرج من التطبيق حذفته و حملته تانى نفس المشكلة,1,2025-07-01 13:03:29,negative,للاسف بقاله فتره مش عارفه استخدمه خالص ويخرج التطبيق حذفته حملته تاني المشكله
Osama Jaber,جيد,5,2025-07-01 13:01:43,positive,جيد
Zeyad Alqaisi,gut,5,2025-07-01 12:24:47,positive,
OSman Al-Awadhi,رائعا,5,2025-07-01 12:04:12,positive,رائعا
NASSER ALNMSHAN,جيد بتفوق,5,2025-07-01 11:58:48,positive,جيد بتفوق
adam yousief,ممتاز جدا,5,2025-07-01 11:32:41,positive,ممتاز جدا
عبدالله الخضر حسن الخضر,تجربة ممتازة، انا راضي كل الرضى عن التجربة,5,2025-07-01 11:30:55,positive,تجربه ممتازه، راضي الرضي التجربه
Loai Lool,رائعة,5,2025-07-01 11:20:07,positive,رائعه
عبدالله عبدالحميد,مره حلوه,5,2025-07-01 11:04:59,positive,مره حلوه
Ali Ali,ممتاز,5,2025-07-01 10:38:40,positive,ممتاز
am sh,تطبيق جيد,3,2025-07-01 10:26:47,neutral,جيد
Hamo Kanarye,ناس محترمه,5,2025-07-01 10:08:19,positive,ناس محترمه
Ahmed Magdy,شكرا,5,2025-07-01 09:43:54,positive,شكرا
Heba Saber,برنامج ممتاز وسائقين محترمين وسيارات نظيفه ومواعيد مظبوطه,5,2025-07-01 09:29:14,positive,ممتاز وسائقين محترمين وسيارات نظيفه ومواعيد مظبوطه
mustafa Osman,تجربة رائعة شكرا uber,5,2025-07-01 09:10:17,positive,تجربه رائعه شكرا
Hany Selim,ممتازة,5,2025-07-01 08:46:21,positive,ممتازه
حسين علي,جميلة,5,2025-07-01 08:44:27,positive,جميله
Mustapha Ben addi,إخترت خدمة uber share وظهر لي في البداية 7 ريال قطري و لما وصلنا أظهر أنه يجب أن أدفع 28 ريال,1,2025-07-01 08:33:58,negative,اخترت خدمه وظهر البدايه قطري وصلنا اظهر انه يجب ان ادفع
abdallah Aadel,ساءق انثي كما في الاحترام مشاء الله تجربه محترمه,5,2025-07-01 08:28:17,positive,ساءق انثي الاحترام مشاء الله تجربه محترمه
Haitham Saber,مريحه,5,2025-07-01 07:59:57,positive,مريحه
عبد الوهاب المنذري,رائعة,5,2025-07-01 06:48:28,positive,رائعه
Hussein M Heragy,سهل و مريح,5,2025-07-01 06:40:59,positive,سهل مريح
Ahmed Shaegi,جيد,5,2025-07-01 06:13:41,positive,جيد
محمد رشدى,ممتاز,5,2025-07-01 05:31:32,positive,ممتاز
محمد حمود الحذيفي,تطبيق حرامي انصحكم لا تنزل هاذا التطبيق وداني مشوار وما مشاني علئ الكيشن. ونزلني غير الموقع الي طلبته وجالس لوي المدينه طلعت الفاتوره 95 ريال سعودي رجعت الغيت المشوار ولا كان بيواصل فانتبهو يخرج عن الكيشن.,1,2025-07-01 05:01:19,negative,حرامي انصحكم تنزل هاذا التطبيق وداني مشوار مشاني علئ الكيشن ونزلني الموقع الي طلبته وجالس لوي المدينه طلعت الفاتوره سعودي رجعت الغيت المشوار بيواصل فانتبهو يخرج الكيشن
Ahmad Alayadeh,ممتاز,5,2025-07-01 04:02:51,positive,ممتاز
Awad Yousseif,ممتاز لكن أتمنى المرات القادمه تتم محاسبتي بنفس المبلغ اللي بحجز بيه.... ماادري ايش السبب احجز بمبلغ ولم اوصل الاقي مبلغ زياده.... شكرا,5,2025-07-01 00:14:56,positive,ممتاز اتمني المرات القادمه تتم محاسبتي بنفس المبلغ اللي بحجز بيه ماادري ايش السبب احجز بمبلغ ولم اوصل الاقي مبلغ زياده شكرا
Osama Al_tahrawi,تجربة جميلة واسعار منافسة,5,2025-07-01 00:05:00,positive,تجربه جميله واسعار منافسه
